Frame,X-coordinate,Y-coordinate
0,378,459
1,383,454
2,388,449
3,393,444
4,398,439
5,403,434
6,408,429
7,413,424
8,418,419
9,423,414
10,428,409
11,433,404
12,438,399
13,443,394
14,448,389
15,453,384
16,458,379
17,463,374
18,468,369
19,473,364
20,478,359
21,483,354
22,488,349
23,493,344
24,498,339
25,503,334
26,508,329
27,513,324
28,518,319
29,523,314
30,528,309
31,533,304
32,538,299
33,543,294
34,548,289
35,553,284
36,558,279
37,563,274
38,568,269
39,573,264
40,578,259
41,583,254
42,588,249
43,593,244
44,598,239
45,603,234
46,608,229
47,613,224
48,618,219
49,623,214
50,628,209
51,633,204
52,638,199
53,643,194
54,648,189
55,653,184
56,658,179
57,663,174
58,668,169
59,673,164
60,678,159
61,683,154
62,688,149
63,693,144
64,698,139
65,703,134
66,708,129
67,713,124
68,718,119
69,723,114
70,728,109
71,733,104
72,738,99
73,743,94
74,748,89
75,753,84
76,758,79
77,763,74
78,768,69
79,773,64
80,778,59
81,778,59
82,778,59
83,778,59
84,778,59
85,778,59
86,778,59
87,778,59
88,778,59
89,778,59
90,778,59
91,778,59
92,778,59
93,778,59
94,778,59
95,778,59
96,748,19
97,743,24
98,738,29
99,733,34
100,728,39
101,723,44
102,718,49
103,713,54
104,708,59
105,703,64
106,698,69
107,693,74
108,688,79
109,683,84
110,678,89
111,673,94
112,668,99
113,663,104
114,658,109
115,653,114
116,648,119
117,643,124
118,638,129
119,633,134
120,628,139
121,623,144
122,618,149
123,613,154
124,608,159
125,603,164
126,598,169
127,593,174
128,588,179
129,583,184
130,578,189
131,573,194
132,568,199
133,563,204
134,558,209
135,553,214
136,548,219
137,543,224
138,538,229
139,533,234
140,528,239
141,523,244
142,518,249
143,513,254
144,508,259
145,503,264
146,498,269
147,493,274
148,488,279
149,483,284
150,478,289
151,473,294
152,468,299
153,463,304
154,458,309
155,453,314
156,448,319
157,443,324
158,438,329
159,433,334
160,428,339
161,423,344
162,418,349
163,413,354
164,408,359
165,403,364
166,398,369
167,393,374
168,388,379
169,383,384
170,378,389
171,373,394
172,368,399
173,363,404
174,358,409
175,353,414
176,348,419
177,343,424
178,338,429
179,333,434
180,328,439
181,323,444
182,318,449
183,313,454
184,308,459
185,303,464
186,298,469
187,293,474
188,288,479
189,283,484
190,278,489
191,273,494
192,268,499
193,263,504
194,258,509
195,253,514
196,248,519
197,243,524
198,238,529
199,233,534
200,228,539
201,223,544
202,218,549
203,213,554
204,208,559
205,203,564
206,198,569
207,193,574
208,188,579
209,188,579
210,188,579
211,188,579
212,188,579
213,188,579
214,188,579
215,188,579
216,148,579
217,143,574
218,138,569
219,133,564
220,128,559
221,123,554
222,118,549
223,113,544
224,108,539
225,103,534
226,98,529
227,93,524
228,88,519
229,83,514
230,78,509
231,73,504
232,68,499
233,63,494
234,58,489
235,53,484
236,48,479
237,43,474
238,38,469
239,33,464
240,28,459
241,23,454
242,18,449
243,18,449
244,18,449
245,18,449
246,18,449
247,18,449
248,18,449
249,18,449
250,18,409
251,23,404
252,28,399
253,33,394
254,38,389
255,43,384
256,48,379
257,53,374
258,58,369
259,63,364
260,68,359
261,73,354
262,78,349
263,83,344
264,88,339
265,93,334
266,98,329
267,103,324
268,108,319
269,113,314
270,118,309
271,123,304
272,128,299
273,133,294
274,138,289
275,143,284
276,148,279
277,153,274
278,158,269
279,163,264
280,168,259
281,173,254
282,178,249
283,183,244
284,188,239
285,193,234
286,198,229
287,203,224
288,208,219
289,213,214
290,218,209
291,223,204
292,228,199
293,233,194
294,238,189
295,243,184
296,248,179
297,253,174
298,258,169
299,263,164
300,268,159
301,273,154
302,278,149
303,283,144
304,288,139
305,293,134
306,298,129
307,303,124
308,308,119
309,313,114
310,318,109
311,323,104
312,328,99
313,333,94
314,338,89
315,343,84
316,348,79
317,353,74
318,358,69
319,363,64
320,368,59
321,373,54
322,378,49
323,383,44
324,388,39
325,393,34
326,398,29
327,403,24
328,408,19
329,408,19
330,408,19
331,408,19
332,408,19
333,408,19
334,408,19
335,408,19
336,448,19
337,453,24
338,458,29
339,463,34
340,468,39
341,473,44
342,478,49
343,483,54
344,488,59
345,493,64
346,498,69
347,503,74
348,508,79
349,513,84
350,518,89
351,523,94
352,528,99
353,533,104
354,538,109
355,543,114
356,548,119
357,553,124
358,558,129
359,563,134
360,568,139
361,573,144
362,578,149
363,583,154
364,588,159
365,593,164
366,598,169
367,603,174
368,608,179
369,613,184
370,618,189
371,623,194
372,628,199
373,633,204
374,638,209
375,643,214
376,648,219
377,653,224
378,658,229
379,663,234
380,668,239
381,673,244
382,678,249
383,683,254
384,688,259
385,693,264
386,698,269
387,703,274
388,708,279
389,713,284
390,718,289
391,723,294
392,728,299
393,733,304
394,738,309
395,743,314
396,748,319
397,753,324
398,758,329
399,763,334
400,768,339
401,773,344
402,778,349
403,778,349
404,778,349
405,778,349
406,778,349
407,778,349
408,778,349
409,778,349
410,778,349
411,778,349
412,778,399
413,773,404
414,768,409
415,763,414
416,758,419
417,753,424
418,748,429
419,743,434
420,738,439
421,733,444
422,728,449
423,723,454
424,718,459
425,713,464
426,708,469
427,703,474
428,698,479
429,693,484
430,688,489
431,683,494
432,678,499
433,673,504
434,668,509
435,663,514
436,658,519
437,653,524
438,648,529
439,643,534
440,638,539
441,633,544
442,628,549
443,623,554
444,618,559
445,613,564
446,608,569
447,603,574
448,598,579
449,598,579
450,598,579
451,598,579
452,598,579
453,598,579
454,598,579
455,598,579
456,558,579
457,553,574
458,548,569
459,543,564
460,538,559
461,533,554
462,528,549
463,523,544
464,518,539
465,513,534
466,508,529
467,503,524
468,498,519
469,493,514
470,488,509
471,483,504
472,478,499
473,473,494
474,468,489
475,463,484
476,458,479
477,453,474
478,448,469
479,443,464
480,438,459
481,433,454
482,428,449
483,423,444
484,418,439
485,413,434
486,408,429
487,403,424
488,398,419
489,393,414
490,388,409
491,383,404
492,378,399
493,373,394
494,368,389
495,363,384
496,358,379
497,353,374
498,348,369
499,343,364
500,338,359
501,333,354
502,328,349
503,323,344
504,318,339
505,313,334
506,308,329
507,303,324
508,298,319
509,293,314
510,288,309
511,283,304
512,278,299
513,273,294
514,268,289
515,263,284
516,258,279
517,253,274
518,248,269
519,243,264
520,238,259
521,233,254
522,228,249
