Frame,X-coordinate,Y-coordinate
0,284,329
1,289,333
2,294,338
3,298,343
4,304,348
5,308,353
6,313,358
7,318,363
8,323,368
9,328,373
10,333,378
11,338,383
12,343,388
13,349,393
14,353,398
15,358,403
16,364,408
17,369,413
18,374,418
19,379,423
20,384,428
21,389,433
22,394,438
23,399,443
24,404,449
25,408,453
26,413,458
27,419,463
28,423,468
29,429,474
30,434,478
31,439,483
32,444,488
33,449,493
34,454,498
35,459,503
36,464,508
37,469,513
38,473,518
39,479,523
40,484,528
41,488,533
42,493,538
43,498,543
44,503,548
45,509,553
46,514,559
47,518,563
48,518,563
49,518,563
50,518,563
51,518,563
52,518,563
53,518,563
54,518,563
55,559,563
56,563,558
57,569,553
58,574,548
59,578,543
60,584,539
61,588,534
62,594,529
63,599,523
64,603,519
65,609,513
66,614,508
67,618,504
68,624,498
69,629,493
70,634,488
71,639,483
72,644,479
73,649,474
74,654,468
75,658,463
76,663,458
77,668,453
78,674,448
79,679,443
80,683,438
81,689,433
82,694,428
83,699,423
84,704,418
85,709,413
86,714,408
87,719,403
88,724,398
89,729,393
90,734,388
91,738,383
92,743,378
93,749,373
94,754,368
95,759,363
96,764,359
97,768,354
98,768,354
99,768,354
100,768,354
101,768,354
102,768,354
103,784,334
104,785,344
105,782,321
106,782,321
107,782,321
108,782,321
109,782,321
110,782,321
111,769,283
112,763,278
113,758,273
114,753,269
115,748,264
116,743,258
117,738,253
118,733,248
119,729,243
120,724,239
121,719,234
122,714,228
123,709,223
124,703,219
125,699,213
126,693,208
127,689,203
128,683,198
129,678,193
130,674,188
131,668,183
132,664,178
133,658,173
134,653,168
135,649,163
136,644,158
137,639,153
138,634,148
139,629,143
140,624,138
141,618,133
142,613,128
143,609,123
144,604,119
145,598,113
146,594,108
147,588,103
148,584,98
149,578,93
150,573,88
151,569,83
152,564,79
153,559,74
154,554,68
155,549,63
156,544,59
157,538,53
158,534,48
159,529,43
160,523,38
161,518,33
162,513,28
163,513,28
164,513,28
165,513,28
166,513,28
167,513,28
168,513,28
169,513,28
170,513,28
171,513,28
172,513,28
173,513,28
174,513,28
175,513,28
176,513,28
177,513,28
178,513,28
179,513,28
180,423,28
181,418,33
182,413,38
183,409,43
184,403,48
185,399,53
186,394,58
187,389,63
188,384,68
189,378,73
190,374,78
191,369,83
192,364,89
193,359,93
194,354,98
195,348,103
196,344,108
197,338,113
198,333,118
199,329,123
200,323,128
201,319,133
202,314,138
203,309,143
204,303,148
205,298,153
206,293,158
207,289,163
208,284,168
209,279,173
210,274,178
211,268,183
212,263,188
213,258,193
214,253,198
215,248,203
216,244,209
217,239,213
218,234,218
219,229,223
220,224,228
221,219,233
222,214,239
223,209,243
224,204,249
225,198,254
226,194,259
227,188,263
228,183,268
229,178,273
230,173,278
231,169,283
232,163,288
233,159,293
234,154,298
235,149,303
236,144,308
237,138,313
238,134,318
239,129,323
240,124,329
241,119,333
242,114,338
243,108,343
244,104,348
245,98,353
246,93,358
247,89,363
248,83,368
249,79,373
250,74,378
251,69,383
252,63,388
253,58,393
254,53,398
255,49,403
256,44,408
