Frame,X-coordinate,Y-coordinate
0,514,512
1,520,516
2,524,522
3,530,526
4,534,532
5,540,536
6,544,542
7,550,546
8,554,552
9,560,556
10,564,562
11,570,566
12,574,572
13,580,576
14,584,582
15,590,586
16,590,586
17,590,586
18,590,586
19,590,586
20,590,586
21,620,586
22,624,582
23,630,576
24,634,572
25,640,566
26,644,562
27,650,556
28,654,552
29,660,546
30,664,542
31,670,536
32,674,532
33,680,526
34,684,522
35,690,516
36,694,512
37,700,506
38,704,502
39,710,496
40,714,492
41,720,486
42,724,482
43,730,476
44,734,472
45,740,466
46,744,462
47,750,456
48,754,452
49,760,446
50,764,442
51,770,436
52,774,432
53,780,426
54,784,422
55,790,416
56,790,416
57,790,416
58,790,416
59,790,396
60,784,392
61,780,386
62,774,382
63,770,376
64,764,372
65,760,366
66,754,362
67,750,356
68,744,352
69,740,346
70,734,342
71,730,336
72,724,332
73,720,326
74,714,322
75,710,316
76,704,312
77,700,306
78,694,302
79,690,296
80,684,292
81,680,286
82,674,282
83,670,276
84,664,272
85,660,266
86,654,262
87,650,256
88,644,252
89,640,246
90,634,242
91,630,236
92,624,232
93,620,226
94,614,222
95,610,216
96,604,212
97,600,206
98,594,202
99,590,196
100,584,192
101,580,186
102,574,182
103,570,176
104,564,172
105,560,166
106,554,162
107,550,156
108,544,152
109,540,146
110,534,142
111,530,136
112,524,132
113,520,126
114,514,122
115,510,116
116,504,112
117,500,106
118,494,102
119,490,96
120,484,92
121,480,86
122,474,82
123,470,76
124,464,72
125,460,66
126,454,62
127,450,56
128,444,52
129,440,46
130,434,42
131,430,36
132,424,32
133,420,26
134,414,22
135,410,16
136,404,12
137,404,12
138,404,12
139,404,12
140,404,12
141,404,12
142,374,12
143,370,16
144,364,22
145,360,26
146,354,32
147,350,36
148,344,42
149,340,46
150,334,52
151,330,56
152,324,62
153,320,66
154,314,72
155,310,76
156,304,82
157,300,86
158,294,92
159,290,96
160,284,102
161,280,106
162,274,112
163,270,116
164,264,122
165,260,126
166,254,132
167,250,136
168,244,142
169,240,146
170,234,152
171,230,156
172,224,162
173,220,166
174,214,172
175,210,176
176,204,182
177,204,182
178,194,192
179,190,196
180,184,202
181,180,206
182,174,212
183,170,216
184,164,222
185,160,226
186,154,232
187,150,236
188,144,242
189,140,246
190,134,252
191,130,256
192,124,262
193,120,266
194,114,272
195,110,276
196,104,282
197,100,286
198,94,292
199,90,296
200,84,302
201,80,306
202,74,312
203,70,316
204,64,322
205,60,326
206,54,332
207,50,336
208,44,342
209,40,346
210,34,352
211,30,356
212,24,362
213,20,366
214,14,372
215,14,372
216,14,372
217,14,372
218,14,372
219,10,396
220,14,402
221,20,406
222,24,412
223,30,416
224,34,422
225,40,426
226,44,432
227,50,436
228,54,442
229,60,446
230,64,452
231,70,456
232,74,462
233,80,466
234,84,472
235,90,476
236,94,482
237,100,486
238,104,492
239,110,496
240,114,502
241,120,506
242,124,512
243,130,516
244,134,522
245,140,526
246,144,532
247,150,536
248,154,542
249,160,546
250,164,552
251,170,556
252,174,562
253,180,566
254,184,572
255,190,576
256,194,582
257,200,586
258,200,586
259,200,586
260,200,586
261,200,586
262,200,586
263,230,586
264,234,582
265,240,576
266,244,572
267,250,566
268,254,562
269,260,556
270,264,552
271,270,546
272,274,542
273,280,536
274,284,532
275,290,526
276,294,522
277,300,516
278,304,512
279,310,506
280,314,502
281,320,496
282,324,492
283,330,486
284,334,482
285,340,476
286,344,472
287,350,466
288,354,462
289,360,456
290,364,452
291,370,446
292,374,442
293,380,436
294,384,432
295,390,426
296,394,422
297,400,416
298,404,412
299,410,406
300,414,402
301,420,396
302,424,392
303,430,386
304,434,382
305,440,376
306,444,372
307,450,366
308,454,362
309,460,356
310,464,352
311,470,346
312,474,342
313,480,336
314,484,332
315,490,326
316,494,322
317,500,316
318,504,312
319,510,306
320,514,302
321,520,296
322,524,292
323,530,286
324,534,282
325,540,276
326,544,272
327,550,266
328,554,262
329,560,256
330,564,252
331,570,246
332,574,242
333,580,236
334,584,232
335,590,226
336,594,222
337,600,216
338,604,212
339,610,206
340,614,202
341,620,196
342,624,192
343,630,186
344,634,182
345,640,176
346,644,172
347,650,166
348,654,162
349,660,156
350,664,152
351,670,146
352,674,142
353,680,136
354,684,132
355,690,126
356,694,122
357,700,116
358,704,112
359,710,106
360,714,102
361,720,96
362,724,92
363,730,86
364,734,82
365,740,76
366,744,72
367,750,66
368,754,62
369,760,56
370,764,52
371,770,46
372,774,42
373,780,36
374,784,32
375,790,26
376,790,26
377,790,26
378,790,26
379,790,26
380,790,26
381,790,26
382,790,26
383,790,26
384,764,12
385,760,16
386,754,22
387,750,26
388,744,32
389,740,36
390,734,42
391,730,46
392,724,52
393,720,56
394,714,62
395,710,66
396,704,72
397,700,76
398,694,82
399,690,86
400,684,92
401,680,96
402,674,102
403,670,106
404,664,112
405,660,116
406,654,122
407,650,126
408,644,132
409,640,136
410,634,142
411,630,146
412,624,152
413,620,156
414,614,162
415,610,166
416,604,172
417,600,176
418,594,182
419,590,186
420,584,192
421,580,196
422,574,202
423,570,206
424,564,212
425,560,216
426,554,222
427,550,226
428,544,232
429,540,236
430,534,242
431,530,246
432,524,252
433,520,256
434,514,262
435,510,266
436,504,272
437,500,276
438,494,282
439,490,286
440,484,292
441,480,296
442,474,302
443,470,306
444,464,312
445,460,316
446,454,322
447,450,326
448,444,332
449,440,336
450,434,342
451,430,346
452,424,352
453,420,356
454,414,362
455,410,366
456,404,372
457,400,376
458,394,382
459,390,386
460,384,392
461,380,396
462,374,402
463,370,406
464,364,412
465,360,416
466,354,422
467,350,426
468,344,432
469,340,436
470,334,442
471,330,446
472,324,452
473,320,456
474,314,462
475,310,466
476,304,472
477,300,476
478,294,482
479,290,486
480,284,492
481,280,496
482,274,502
483,270,506
484,264,512
485,260,516
486,254,522
487,250,526
488,244,532
489,240,536
490,234,542
491,230,546
492,224,552
493,220,556
494,214,562
495,210,566
496,204,572
497,200,576
498,194,582
499,190,586
500,190,586
501,190,586
502,190,586
503,190,586
504,190,586
505,160,586
506,154,582
507,150,576
508,144,572
509,140,566
510,134,562
511,130,556
512,124,552
513,120,546
514,114,542
515,110,536
516,104,532
517,100,526
518,94,522
519,90,516
520,84,512
521,80,506
522,74,502
523,70,496
524,64,492
525,60,486
526,54,482
527,50,476
528,44,472
529,40,466
530,34,462
531,30,456
532,24,452
533,20,446
534,14,442
535,14,442
536,14,442
537,14,442
538,14,442
539,10,416
540,14,412
541,20,406
542,24,402
543,30,396
544,34,392
545,40,386
546,44,382
547,50,376
548,54,372
549,60,366
550,64,362
551,70,356
552,74,352
553,80,346
554,84,342
555,90,336
556,94,332
557,100,326
558,104,322
559,110,316
560,114,312
561,120,306
562,124,302
563,130,296
564,134,292
565,140,286
566,144,282
567,150,276
568,154,272
569,160,266
570,164,262
571,170,256
572,174,252
573,180,246
574,184,242
575,190,236
576,194,232
577,200,226
578,204,222
579,210,216
580,214,212
581,220,206
582,224,202
583,230,196
584,234,192
585,240,186
586,244,182
587,250,176
588,254,172
589,260,166
590,264,162
591,270,156
592,274,152
593,280,146
594,284,142
595,290,136
596,294,132
597,300,126
598,304,122
599,310,116
600,314,112
601,320,106
602,324,102
603,330,96
604,334,92
605,340,86
606,344,82
607,350,76
608,354,72
609,360,66
610,364,62
611,370,56
612,374,52
613,380,46
614,384,42
615,390,36
616,394,32
617,400,26
618,404,22
619,410,16
620,414,12
621,414,12
622,414,12
623,414,12
624,414,12
625,414,12
626,444,12
627,450,16
628,454,22
629,460,26
630,464,32
631,470,36
632,474,42
633,480,46
634,484,52
635,490,56
636,494,62
637,500,66
638,504,72
639,510,76
640,514,82
641,520,86
642,524,92
643,530,96
644,534,102
645,540,106
646,544,112
647,550,116
648,554,122
649,560,126
650,564,132
651,570,136
652,574,142
653,580,146
654,584,152
655,590,156
656,594,162
657,600,166
658,604,172
659,610,176
660,614,182
661,620,186
662,624,192
663,630,196
664,634,202
665,640,206
666,644,212
667,650,216
668,654,222
669,660,226
670,664,232
671,670,236
672,674,242
673,680,246
674,684,252
675,690,256
676,694,262
677,700,266
678,704,272
679,710,276
680,714,282
681,720,286
682,724,292
683,730,296
684,734,302
685,740,306
686,744,312
687,750,316
688,754,322
689,760,326
690,764,332
691,770,336
692,774,342
693,780,346
694,784,352
695,784,352
696,784,352
697,784,352
698,784,352
699,790,376
700,784,382
701,780,386
702,774,392
703,770,396
704,764,402
705,760,406
706,754,412
707,750,416
708,744,422
709,740,426
710,734,432
711,730,436
712,724,442
713,720,446
714,714,452
715,710,456
716,704,462
717,700,466
718,694,472
719,690,476
720,684,482
721,680,486
722,674,492
723,670,496
724,664,502
725,660,506
726,654,512
727,650,516
728,644,522
729,640,526
730,634,532
731,630,536
732,624,542
733,620,546
734,614,552
735,610,556
736,604,562
737,600,566
738,594,572
739,590,576
740,584,582
741,580,586
742,580,586
743,580,586
744,580,586
745,580,586
746,580,586
747,550,586
748,544,582
749,540,576
750,534,572
751,530,566
752,524,562
753,520,556
754,514,552
755,510,546
756,504,542
757,500,536
758,494,532
759,490,526
760,484,522
761,480,516
762,474,512
763,470,506
764,464,502
765,460,496
766,454,492
767,450,486
768,444,482
769,440,476
770,434,472
771,430,466
772,424,462
773,420,456
774,414,452
775,410,446
776,404,442
777,400,436
778,394,432
779,390,426
780,384,422
781,380,416
782,374,412
783,370,406
784,364,402
785,360,396
786,354,392
787,350,386
788,344,382
789,340,376
790,334,372
791,330,366
792,324,362
793,320,356
794,314,352
795,310,346
796,304,342
797,300,336
798,294,332
799,290,326
800,284,322
801,280,316
802,274,312
803,270,306
804,264,302
805,260,296
806,254,292
807,250,286
808,244,282
809,240,276
810,234,272
811,230,266
812,224,262
813,220,256
814,214,252
815,210,246
816,204,242
817,200,236
818,194,232
819,190,226
820,184,222
821,180,216
822,174,212
823,170,206
824,164,202
825,160,196
826,154,192
827,150,186
828,144,182
829,140,176
830,134,172
831,130,166
832,124,162
833,120,156
834,114,152
835,110,146
836,104,142
837,100,136
838,94,132
839,90,126
840,84,122
841,80,116
842,74,112
843,70,106
844,64,102
845,60,96
846,54,92
847,50,86
848,44,82
849,40,76
850,34,72
851,30,66
852,24,62
853,20,56
854,14,52
855,10,46
856,10,46
857,10,46
858,10,46
859,10,26
860,14,22
861,20,16
862,24,12
863,24,12
864,24,12
865,24,12
866,24,12
867,24,12
868,54,12
869,60,16
870,64,22
871,70,26
872,74,32
873,80,36
874,84,42
875,90,46
876,94,52
877,100,56
878,104,62
879,110,66
880,114,72
881,120,76
882,124,82
883,130,86
884,134,92
885,140,96
886,144,102
887,150,106
888,154,112
889,160,116
890,164,122
891,170,126
892,174,132
893,180,136
894,184,142
895,190,146
896,194,152
897,200,156
898,204,162
899,210,166
