Frame,X-coordinate,Y-coordinate
0,-,-
1,-,-
2,-,-
3,-,-
4,15,251
5,10,246
6,15,241
7,-,-
8,-,-
9,-,-
10,-,-
11,27,206
12,32,201
13,37,196
14,42,191
15,47,186
16,52,181
17,57,176
18,62,171
19,67,166
20,72,161
21,77,156
22,82,151
23,87,146
24,92,141
25,97,136
26,102,131
27,107,126
28,112,121
29,117,116
30,122,111
31,127,106
32,132,101
33,137,96
34,142,91
35,147,86
36,152,81
37,157,76
38,162,71
39,167,66
40,172,61
41,177,56
42,182,51
43,187,46
44,192,41
45,197,36
46,202,31
47,207,26
48,-,-
49,-,-
50,-,-
51,-,-
52,-,-
53,-,-
54,-,-
55,-,-
56,-,-
57,-,-
58,-,-
59,-,-
60,-,-
61,-,-
62,-,-
63,-,-
64,-,-
65,297,26
66,302,31
67,307,36
68,312,41
69,317,46
70,322,51
71,327,56
72,332,61
73,337,66
74,342,71
75,347,76
76,352,81
77,357,86
78,362,91
79,367,96
80,372,101
81,377,106
82,382,111
83,387,116
84,392,121
85,397,126
86,402,131
87,407,136
88,412,141
89,417,146
90,422,151
91,427,156
92,432,161
93,437,166
94,442,171
95,447,176
96,452,181
97,457,186
98,462,191
99,467,196
100,472,201
101,477,206
102,482,211
103,487,216
104,492,221
105,497,226
106,502,231
107,507,236
108,512,241
109,517,246
110,522,251
111,527,256
112,532,261
113,537,266
114,542,271
115,547,276
116,552,281
117,557,286
118,562,291
119,567,296
120,572,301
121,577,306
122,582,311
123,587,316
124,592,321
125,597,326
126,602,331
127,607,336
128,612,341
129,617,346
130,622,351
131,627,356
132,632,361
133,637,366
134,642,371
135,647,376
136,652,381
137,657,386
138,662,391
139,667,396
140,672,401
141,677,406
142,682,411
143,687,416
144,692,421
145,697,426
146,702,431
147,707,436
148,712,441
149,717,446
150,722,451
151,727,456
152,732,461
153,737,466
154,742,471
155,747,476
156,752,481
157,757,486
158,762,491
159,767,496
160,772,501
161,-,-
162,-,-
163,-,-
164,-,-
165,784,534
166,788,541
167,784,544
168,-,-
169,-,-
170,-,-
171,-,-
172,772,561
173,772,567
174,-,-
175,-,-
176,-,-
177,-,-
178,-,-
179,-,-
180,-,-
181,-,-
182,722,561
183,717,556
184,712,551
185,707,546
186,702,541
187,697,536
188,692,531
189,687,526
190,682,521
191,677,516
192,672,511
193,667,506
194,662,501
195,657,496
196,652,491
197,647,486
198,642,481
199,637,476
200,632,471
201,627,466
202,622,461
203,617,456
204,612,451
205,607,446
206,602,441
207,597,436
208,592,431
209,587,426
210,582,421
211,577,416
212,572,411
213,567,406
214,562,401
215,557,396
216,552,391
217,547,386
218,542,381
219,537,376
220,532,371
221,527,366
222,522,361
223,517,356
224,512,351
225,507,346
226,502,341
227,497,336
228,492,331
229,487,326
230,482,321
231,477,316
232,472,311
233,467,306
234,462,301
235,457,296
236,452,291
