Frame,X-coordinate,Y-coordinate
0,422,382
1,416,388
2,412,392
3,406,398
4,402,402
5,396,408
6,392,412
7,386,418
8,382,422
9,376,428
10,372,432
11,366,438
12,362,442
13,356,448
14,352,452
15,346,458
16,342,462
17,336,468
18,332,472
19,326,478
20,322,482
21,316,488
22,312,492
23,306,498
24,302,502
25,296,508
26,292,512
27,286,518
28,282,522
29,276,528
30,272,532
31,266,538
32,262,542
33,256,548
34,252,552
35,246,558
36,242,562
37,236,568
38,232,572
39,226,578
40,222,582
41,216,588
42,-,-
43,-,-
44,-,-
45,-,-
46,-,-
47,186,588
48,182,582
49,176,578
50,172,572
51,166,568
52,162,562
53,156,558
54,152,552
55,-,-
56,142,542
57,-,-
58,132,532
59,126,528
60,122,522
61,116,518
62,112,512
63,106,508
64,-,-
65,96,498
66,92,492
67,86,488
68,82,482
69,76,478
70,72,472
71,66,468
72,62,462
73,56,458
74,52,452
75,46,448
76,42,442
77,36,438
78,32,432
79,26,428
80,22,422
81,16,418
82,12,412
83,-,-
84,-,-
85,-,-
86,-,-
87,-,-
88,12,382
89,16,378
90,22,372
91,26,368
92,32,362
93,36,358
94,42,352
95,46,348
96,52,342
97,56,338
98,62,332
99,66,328
100,72,322
101,76,318
102,82,312
103,86,308
104,92,302
105,96,298
106,102,292
107,106,288
108,112,282
109,116,278
110,122,272
111,126,268
112,132,262
113,136,258
114,142,252
115,146,248
116,152,242
117,156,238
118,162,232
119,166,228
120,172,222
121,176,218
122,182,212
123,186,208
124,192,202
125,196,198
126,202,192
127,206,188
128,212,182
129,216,178
130,222,172
131,226,168
132,232,162
133,236,158
134,242,152
135,246,148
136,252,142
137,256,138
138,262,132
139,266,128
140,272,122
141,276,118
142,282,112
143,286,108
144,292,102
145,296,98
146,302,92
147,306,88
148,312,82
149,316,78
150,322,72
151,326,68
152,332,62
153,336,58
154,342,52
155,346,48
156,352,42
157,356,38
158,362,32
159,366,28
160,372,22
161,376,18
162,382,12
163,-,-
164,-,-
165,-,-
166,-,-
167,-,-
168,412,12
169,416,18
170,-,-
171,426,28
172,432,32
173,436,38
174,-,-
175,446,48
176,452,52
177,456,58
178,-,-
179,466,68
180,472,72
181,476,78
182,482,82
183,486,88
184,492,92
185,496,98
186,502,102
187,506,108
188,512,112
189,516,118
190,522,122
191,526,128
192,532,132
193,536,138
194,542,142
195,546,148
196,552,152
197,556,158
198,562,162
199,566,168
200,572,172
201,576,178
202,582,182
203,586,188
204,592,192
205,596,198
206,602,202
207,606,208
208,612,212
209,616,218
210,622,222
211,626,228
212,632,232
213,636,238
214,642,242
215,646,248
216,652,252
217,656,258
218,662,262
219,666,268
220,672,272
221,676,278
222,682,282
223,686,288
224,692,292
225,696,298
226,-,-
227,706,308
228,712,312
229,716,318
230,722,322
231,726,328
232,732,332
233,736,338
234,742,342
235,746,348
236,752,352
237,756,358
238,762,362
239,766,368
240,772,372
241,776,378
242,782,382
243,786,388
244,-,-
245,-,-
246,-,-
247,-,-
248,-,-
249,786,418
250,782,422
251,776,428
252,772,432
253,766,438
254,762,442
255,756,448
256,752,452
257,746,458
258,742,462
259,736,468
260,732,472
261,726,478
262,722,482
263,716,488
264,712,492
265,706,498
266,702,502
267,696,508
268,692,512
269,686,518
270,682,522
271,-,-
272,672,532
273,666,538
274,662,542
275,656,548
276,652,552
277,646,558
278,642,562
279,636,568
280,632,572
281,626,578
282,622,582
283,616,588
284,-,-
285,-,-
286,-,-
287,-,-
288,-,-
289,586,588
290,582,582
291,576,578
292,572,572
293,566,568
294,562,562
295,556,558
296,-,-
297,-,-
298,542,542
299,536,538
300,532,532
301,526,528
302,522,522
303,516,518
304,512,512
305,506,508
306,502,502
307,496,498
308,492,492
309,486,488
310,482,482
311,476,478
312,472,472
313,466,468
314,462,462
315,456,458
316,452,452
317,446,448
318,442,442
319,436,438
320,432,432
321,426,428
322,422,422
323,-,-
324,412,412
325,406,408
326,402,402
327,396,398
328,392,392
329,386,388
330,382,382
331,376,378
332,372,372
333,366,368
334,362,362
335,356,358
336,352,352
337,346,348
338,342,342
339,336,338
340,332,332
341,326,328
342,322,322
343,316,318
344,312,312
345,306,308
346,302,302
347,-,-
348,292,292
349,286,288
350,282,282
351,276,278
352,272,272
353,266,268
354,262,262
355,256,258
356,252,252
357,246,248
358,242,242
359,236,238
360,232,232
361,226,228
362,222,222
363,216,218
364,212,212
365,206,208
366,202,202
367,196,198
368,192,192
369,186,188
370,182,182
371,-,-
372,172,172
373,166,168
374,162,162
375,156,158
376,152,152
377,146,148
378,142,142
379,136,138
380,132,132
381,126,128
382,122,122
383,116,118
384,112,112
385,106,108
386,102,102
387,96,98
388,92,92
389,86,88
390,82,82
391,76,78
392,72,72
393,66,68
394,62,62
395,-,-
396,52,52
397,46,48
398,42,42
399,36,38
400,32,32
401,26,28
402,22,22
403,16,18
404,12,12
405,-,-
406,-,-
407,-,-
408,-,-
409,-,-
410,12,12
411,16,18
412,22,22
413,26,28
414,32,32
415,36,38
416,42,42
417,46,48
418,52,52
419,56,58
420,62,62
421,66,68
422,72,72
423,76,78
424,82,82
425,86,88
426,92,92
427,96,98
428,-,-
429,106,108
430,112,112
431,116,118
432,122,122
433,126,128
434,132,132
435,136,138
436,142,142
437,146,148
438,152,152
439,156,158
440,162,162
441,166,168
442,172,172
443,176,178
444,182,182
445,186,188
446,192,192
447,196,198
448,202,202
449,206,208
450,212,212
451,216,218
452,222,222
453,226,228
454,232,232
455,236,238
456,242,242
457,246,248
458,252,252
459,256,258
460,262,262
461,266,268
462,272,272
463,276,278
464,282,282
465,286,288
466,292,292
467,296,298
468,302,302
469,306,308
470,312,312
471,316,318
472,322,322
473,326,328
474,332,332
475,336,338
476,-,-
477,346,348
478,352,352
479,356,358
480,362,362
481,366,368
482,372,372
483,376,378
484,382,382
485,386,388
486,392,392
487,396,398
488,402,402
489,406,408
490,412,412
491,416,418
492,422,422
493,426,428
494,432,432
495,436,438
496,442,442
497,446,448
498,452,452
499,456,458
500,462,462
501,466,468
502,472,472
503,476,478
504,482,482
505,486,488
506,492,492
507,496,498
508,502,502
509,506,508
510,512,512
511,516,518
512,522,522
513,526,528
514,532,532
515,536,538
516,542,542
517,546,548
518,552,552
519,556,558
520,562,562
521,566,568
522,572,572
523,576,578
524,-,-
525,586,588
526,-,-
527,-,-
528,-,-
529,-,-
530,-,-
531,616,588
532,622,582
533,626,578
534,632,572
535,636,568
536,642,562
537,646,558
538,652,552
539,656,548
540,662,542
541,666,538
542,672,532
543,676,528
544,682,522
545,686,518
546,692,512
547,696,508
548,702,502
549,706,498
550,712,492
551,716,488
552,722,482
553,726,478
554,732,472
555,736,468
556,742,462
557,746,458
558,752,452
559,756,448
560,762,442
561,766,438
562,772,432
563,776,428
564,782,422
565,786,418
566,-,-
567,-,-
568,-,-
569,-,-
570,-,-
571,786,388
572,782,382
573,776,378
574,772,372
575,766,368
576,762,362
577,756,358
578,752,352
579,746,348
580,-,-
581,736,338
582,732,332
583,726,328
584,722,322
585,716,318
586,712,312
587,706,308
588,702,302
589,696,298
590,692,292
591,686,288
592,682,282
593,676,278
594,672,272
595,666,268
596,662,262
597,656,258
598,652,252
599,646,248
600,642,242
601,636,238
602,632,232
603,626,228
604,-,-
605,616,218
606,612,212
607,606,208
608,602,202
609,596,198
610,592,192
611,586,188
612,582,182
613,576,178
614,572,172
615,566,168
616,562,162
617,556,158
618,552,152
619,-,-
620,542,142
621,-,-
622,532,132
623,526,128
624,522,122
625,516,118
626,512,112
627,506,108
628,-,-
629,496,98
630,492,92
631,486,88
632,482,82
633,476,78
634,472,72
635,466,68
636,462,62
637,456,58
638,452,52
639,446,48
640,442,42
641,436,38
642,432,32
643,426,28
644,422,22
645,416,18
646,412,12
647,-,-
648,-,-
649,-,-
650,-,-
651,-,-
652,382,12
653,376,18
654,372,22
655,366,28
656,362,32
657,356,38
658,-,-
659,346,48
660,342,52
661,336,58
662,332,62
663,326,68
664,322,72
665,316,78
666,312,82
667,306,88
668,302,92
669,296,98
670,292,102
671,286,108
672,282,112
673,276,118
674,272,122
675,266,128
676,262,132
677,256,138
678,252,142
679,246,148
680,242,152
681,236,158
682,232,162
683,226,168
684,222,172
685,216,178
686,212,182
687,206,188
688,202,192
689,196,198
690,192,202
691,186,208
692,182,212
693,176,218
694,172,222
695,166,228
696,162,232
697,156,238
698,152,242
699,146,248
700,142,252
701,136,258
702,132,262
703,126,268
704,122,272
705,116,278
706,112,282
707,106,288
708,102,292
709,96,298
710,92,302
711,86,308
712,82,312
713,76,318
714,72,322
715,66,328
716,62,332
717,56,338
718,52,342
719,46,348
720,42,352
721,36,358
722,32,362
723,26,368
724,22,372
725,16,378
726,12,382
727,-,-
728,-,-
729,-,-
730,-,-
731,-,-
732,12,412
733,16,418
734,-,-
735,26,428
736,32,432
737,36,438
738,42,442
739,46,448
740,52,452
741,56,458
742,-,-
743,66,468
744,72,472
745,76,478
746,82,482
747,86,488
748,92,492
749,96,498
750,102,502
751,106,508
752,112,512
753,116,518
754,122,522
755,126,528
756,132,532
757,136,538
758,142,542
759,146,548
760,152,552
761,156,558
762,162,562
763,166,568
764,172,572
765,176,578
766,182,582
767,186,588
768,-,-
769,-,-
770,-,-
771,-,-
772,-,-
773,216,588
774,222,582
775,226,578
776,232,572
777,236,568
778,-,-
779,246,558
780,252,552
781,256,548
782,262,542
783,266,538
784,-,-
785,276,528
786,282,522
787,286,518
788,292,512
789,296,508
790,302,502
791,306,498
792,312,492
793,316,488
794,322,482
795,326,478
796,332,472
797,336,468
798,342,462
799,346,458
800,352,452
801,356,448
802,362,442
803,366,438
804,372,432
805,376,428
806,382,422
807,386,418
808,392,412
809,396,408
810,402,402
811,406,398
812,412,392
813,416,388
814,422,382
815,426,378
816,432,372
817,436,368
818,442,362
819,446,358
820,452,352
821,456,348
822,462,342
823,466,338
824,472,332
825,476,328
826,482,322
827,486,318
828,492,312
829,496,308
830,502,302
831,506,298
832,-,-
833,516,288
834,522,282
835,526,278
836,532,272
837,536,268
838,542,262
839,546,258
840,552,252
841,556,248
842,562,242
843,566,238
844,572,232
845,576,228
846,582,222
847,586,218
848,592,212
849,596,208
850,602,202
851,606,198
852,612,192
853,616,188
854,622,182
855,626,178
856,632,172
857,636,168
858,642,162
859,646,158
860,652,152
861,656,148
862,662,142
863,666,138
864,672,132
865,676,128
866,682,122
867,686,118
868,692,112
869,696,108
870,702,102
871,706,98
872,712,92
873,716,88
874,722,82
875,726,78
876,732,72
877,736,68
878,742,62
879,746,58
880,-,-
881,756,48
882,762,42
883,766,38
884,772,32
885,776,28
886,782,22
887,786,18
888,-,-
889,-,-
890,-,-
891,-,-
892,-,-
893,-,-
894,-,-
895,776,18
896,-,-
897,766,28
898,762,32
899,756,38
